date,value
1999-01-04,0.10560108135507308
1999-01-05,0.10635469290082425
1999-01-06,0.10746910263299302
1999-01-07,0.10893246187363835
1999-01-08,0.10911074740861976
1999-01-11,0.10990822663076331
1999-01-12,0.10994447803859052
1999-01-13,0.10940919037199125
1999-01-14,0.10946907498631636
1999-01-15,0.10920607185759529
1999-01-18,0.10997470581766194
1999-01-19,0.11105558331945138
1999-01-20,0.11155111829996096
1999-01-21,0.11181930001118194
1999-01-22,0.11097547442015315
1999-01-25,0.11185682326621925
1999-01-26,0.11209505660800359
1999-01-27,0.11258725512272011
1999-01-28,0.11280315848843768
1999-01-29,0.1126126126126126
1999-02-01,0.11286681715575622
1999-02-02,0.11264432554210083
1999-02-03,0.11217049915872127
1999-02-04,0.1123721766490617
1999-02-05,0.1127141568981064
1999-02-08,0.11290504685559445
1999-02-09,0.11227124733355788
1999-02-10,0.1119444755401321
1999-02-11,0.11212019284673169
1999-02-12,0.11197581322434354
1999-02-15,0.11259359342453414
1999-02-16,0.11295606009262397
1999-02-17,0.11227124733355788
1999-02-18,0.11201344161299355
1999-02-19,0.11222085063404781
1999-02-22,0.11226494527083918
1999-02-23,0.11225234326766571
1999-02-24,0.11221455422768332
1999-02-25,0.11143302874972141
1999-02-26,0.11108025548458762
1999-03-01,0.1111049386145214
1999-03-02,0.11129660545353368
1999-03-03,0.11123470522803114
1999-03-04,0.11160714285714285
1999-03-05,0.11191315539141627
1999-03-08,0.11175681716584711
1999-03-09,0.11188185276348175
1999-03-10,0.11245431543435479
1999-03-11,0.11323745895142114
1999-03-12,0.11284771201263895
1999-03-15,0.112631638227178
1999-03-16,0.1114951499609767
1999-03-17,0.11138338159946536
1999-03-18,0.11188185276348175
1999-03-19,0.11189437171310283
1999-03-22,0.1119507416736636
1999-03-23,0.11195700850873264
1999-03-24,0.11148893472322872
1999-03-25,0.11102475852115022
1999-03-26,0.111731843575419
1999-03-29,0.11166945840312674
1999-03-30,0.1117006422786931
1999-03-31,0.11252391133115787
1999-04-01,0.11249859376757791
1999-04-02,0.11259866457983808
1999-04-05,0.11255430745334623
1999-04-06,0.1127332168423426
1999-04-07,0.11199462425803561
1999-04-08,0.11155734047300311
1999-04-09,0.11180679785330946
1999-04-12,0.11086474501108648
1999-04-13,0.11163829193413341
1999-04-14,0.11188185276348175
1999-04-15,0.11199462425803561
1999-04-16,0.11258091753447791
1999-04-19,0.11257458065968705
1999-04-20,0.1123721766490617
1999-04-21,0.11229646266142618
1999-04-22,0.11224604332697272
1999-04-23,0.11242902917533307
1999-04-26,0.11242902917533307
1999-04-27,0.11232168931820734
1999-04-28,0.11219566924716706
1999-04-29,0.11222085063404781
1999-04-30,0.11226494527083918
1999-05-03,0.11212647866793743
1999-05-04,0.1117505727216852
1999-05-05,0.11130279926540151
1999-05-06,0.11104941699056078
1999-05-07,0.11163829193413341
1999-05-10,0.11180054782268434
1999-05-11,0.11183180496533214
1999-05-12,0.11180679785330946
1999-05-13,0.11156480799696544
1999-05-14,0.11174432897530451
1999-05-17,0.11138958507379561
1999-05-18,0.11107408641563923
1999-05-19,0.11076650420912715
1999-05-20,0.11115433779803258
1999-05-21,0.1115822361080116
1999-05-24,0.11141564721349466
1999-05-25,0.11124089215195507
1999-05-26,0.11127183709803048
1999-05-27,0.11138338159946536
1999-05-28,0.11117287381878822
1999-05-31,0.11150758251561106
1999-06-01,0.11151379983272931
1999-06-02,0.11132138483802738
1999-06-03,0.11193194537721067
1999-06-04,0.11221455422768332
1999-06-07,0.11240375428539313
1999-06-08,0.11231538159150897
1999-06-09,0.11200089600716806
1999-06-10,0.11233430689732646
1999-06-11,0.112631638227178
1999-06-14,0.11295606009262397
1999-06-15,0.1128286133363421
1999-06-16,0.11350737797956867
1999-06-17,0.11370743078060153
1999-06-18,0.11430530948162543
1999-06-21,0.11455409817286213
1999-06-22,0.11540015002019503
1999-06-23,0.11472494693971204
1999-06-24,0.11452785890167783
1999-06-25,0.1141917507879231
1999-06-28,0.11422696898737791
1999-06-29,0.11430530948162543
1999-06-30,0.11432491139819367
1999-07-01,0.11465917560052742
1999-07-02,0.11493592322280329
1999-07-05,0.1149227144745159
1999-07-06,0.1149227144745159
1999-07-07,0.11500862564692352
1999-07-08,0.11506817789540302
1999-07-09,0.11484352569623887
1999-07-12,0.1147183664104623
1999-07-13,0.11452785890167783
1999-07-14,0.11428571428571428
1999-07-15,0.11392765593847906
1999-07-16,0.11445576284765938
1999-07-19,0.11476444597463706
1999-07-20,0.11471178663607687
1999-07-21,0.11410314924691922
1999-07-22,0.11390170283045731
